g,Group_Number,Group_Title,Symbol,Color,Filled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s,0,MFRI_Tower_HRR_2tavg_layer_060,1,MFRI/MFRI_Training_Tower/Experimental_Data/MFRI_Training_Tower_test_02_thcp_tran.csv,2,elevation,"['DT_0120','DT_0120','DT_0120']",3,"['DT_0120','DT_0120','DT_0120']",0,1000,0,1000,0,MFRI/MFRI_Training_Tower/FDS_Output_Files/MFRI_Training_Tower_02_all_0060_f2a.csv,1,Z,"['TEMP_MIN','TEMP_AVG','TEMP_MAX']",3,"['TEMP_MIN','TEMP_AVG','TEMP_MAX']",0,1000,0,1000,0,max,Training Tower Temperatures,elevation (m),Temperature ($^\circ$C),0,2.8,1,20,720,1,yes,nt,nk,8,MFRI_Training_Tower_02_temp_all_layer_060
s,0,MFRI_Tower_HRR_3tavg_layer_060,1,MFRI/MFRI_Training_Tower/Experimental_Data/MFRI_Training_Tower_test_03_thcp_tran.csv,2,elevation,"['DT_0120','DT_0120','DT_0120']",3,"['DT_0120','DT_0120','DT_0120']",0,1000,0,1000,0,MFRI/MFRI_Training_Tower/FDS_Output_Files/MFRI_Training_Tower_03_all_0060_f2a.csv,1,Z,"['TEMP_MIN','TEMP_AVG','TEMP_MAX']",3,"['TEMP_MIN','TEMP_AVG','TEMP_MAX']",0,1000,0,1000,0,max,Training Tower Temperatures,elevation (m),Temperature ($^\circ$C),0,2.8,1,20,720,1,yes,nt,nk,8,MFRI_Training_Tower_03_temp_all_layer_060
s,0,MFRI_Tower_HRR_4tavg_layer_060,1,MFRI/MFRI_Training_Tower/Experimental_Data/MFRI_Training_Tower_test_04_thcp_tran.csv,2,elevation,"['DT_0120','DT_0120','DT_0120']",3,"['DT_0120','DT_0120','DT_0120']",0,1000,0,1000,0,MFRI/MFRI_Training_Tower/FDS_Output_Files/MFRI_Training_Tower_04_all_0060_f2a.csv,1,Z,"['TEMP_MIN','TEMP_AVG','TEMP_MAX']",3,"['TEMP_MIN','TEMP_AVG','TEMP_MAX']",0,1000,0,1000,0,max,Training Tower Temperatures,elevation (m),Temperature ($^\circ$C),0,2.8,1,20,720,1,yes,nt,nk,8,MFRI_Training_Tower_04_temp_all_layer_060
s,0,MFRI_Tower_HRR_5tavg_layer_060,1,MFRI/MFRI_Training_Tower/Experimental_Data/MFRI_Training_Tower_test_05_thcp_tran.csv,2,elevation,"['DT_0120','DT_0120','DT_0120']",3,"['DT_0120','DT_0120','DT_0120']",0,1000,0,1000,0,MFRI/MFRI_Training_Tower/FDS_Output_Files/MFRI_Training_Tower_05_all_0060_f2a.csv,1,Z,"['TEMP_MIN','TEMP_AVG','TEMP_MAX']",3,"['TEMP_MIN','TEMP_AVG','TEMP_MAX']",0,1000,0,1000,0,max,Training Tower Temperatures,elevation (m),Temperature ($^\circ$C),0,2.8,1,20,720,1,yes,nt,nk,8,MFRI_Training_Tower_05_temp_all_layer_060
s,0,MFRI_Tower_HRR_6tavg_layer_060,1,MFRI/MFRI_Training_Tower/Experimental_Data/MFRI_Training_Tower_test_06_thcp_tran.csv,2,elevation,"['DT_0120','DT_0120','DT_0120']",3,"['DT_0120','DT_0120','DT_0120']",0,1000,0,1000,0,MFRI/MFRI_Training_Tower/FDS_Output_Files/MFRI_Training_Tower_06_all_0060_f2a.csv,1,Z,"['TEMP_MIN','TEMP_AVG','TEMP_MAX']",3,"['TEMP_MIN','TEMP_AVG','TEMP_MAX']",0,1000,0,1000,0,max,Training Tower Temperatures,elevation (m),Temperature ($^\circ$C),0,2.8,1,20,720,1,yes,nt,nk,8,MFRI_Training_Tower_06_temp_all_layer_060
s,0,MFRI_Tower_HRR_7tavg_layer_060,1,MFRI/MFRI_Training_Tower/Experimental_Data/MFRI_Training_Tower_test_07_thcp_tran.csv,2,elevation,"['DT_0120','DT_0120','DT_0120']",3,"['DT_0120','DT_0120','DT_0120']",0,1000,0,1000,0,MFRI/MFRI_Training_Tower/FDS_Output_Files/MFRI_Training_Tower_07_all_0060_f2a.csv,1,Z,"['TEMP_MIN','TEMP_AVG','TEMP_MAX']",3,"['TEMP_MIN','TEMP_AVG','TEMP_MAX']",0,1000,0,1000,0,max,Training Tower Temperatures,elevation (m),Temperature ($^\circ$C),0,2.8,1,20,720,1,yes,nt,nk,8,MFRI_Training_Tower_07_temp_all_layer_060
s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s,0,MFRI_Tower_HRR_1tavg_layer_120,1,MFRI/MFRI_Training_Tower/Experimental_Data/MFRI_Training_Tower_test_01_thcp_tran.csv,2,elevation,"['DT_0120','DT_0120','DT_0120']",3,"['DT_0120','DT_0120','DT_0120']",0,1000,0,1000,0,MFRI/MFRI_Training_Tower/FDS_Output_Files/MFRI_Training_Tower_01_all_0120_f2a.csv,1,Z,"['TEMP_MIN','TEMP_AVG','TEMP_MAX']",3,"['TEMP_MIN','TEMP_AVG','TEMP_MAX']",0,1000,0,1000,0,max,Training Tower Temperatures,elevation (m),Temperature ($^\circ$C),0,2.8,1,20,720,1,yes,nt,nk,8,MFRI_Training_Tower_01_temp_all_layer_120
s,0,MFRI_Tower_HRR_2tavg_layer_120,1,MFRI/MFRI_Training_Tower/Experimental_Data/MFRI_Training_Tower_test_02_thcp_tran.csv,2,elevation,"['DT_0120','DT_0120','DT_0120']",3,"['DT_0120','DT_0120','DT_0120']",0,1000,0,1000,0,MFRI/MFRI_Training_Tower/FDS_Output_Files/MFRI_Training_Tower_02_all_0120_f2a.csv,1,Z,"['TEMP_MIN','TEMP_AVG','TEMP_MAX']",3,"['TEMP_MIN','TEMP_AVG','TEMP_MAX']",0,1000,0,1000,0,max,Training Tower Temperatures,elevation (m),Temperature ($^\circ$C),0,2.8,1,20,720,1,yes,nt,nk,8,MFRI_Training_Tower_02_temp_all_layer_120
s,0,MFRI_Tower_HRR_3tavg_layer_120,1,MFRI/MFRI_Training_Tower/Experimental_Data/MFRI_Training_Tower_test_03_thcp_tran.csv,2,elevation,"['DT_0120','DT_0120','DT_0120']",3,"['DT_0120','DT_0120','DT_0120']",0,1000,0,1000,0,MFRI/MFRI_Training_Tower/FDS_Output_Files/MFRI_Training_Tower_03_all_0120_f2a.csv,1,Z,"['TEMP_MIN','TEMP_AVG','TEMP_MAX']",3,"['TEMP_MIN','TEMP_AVG','TEMP_MAX']",0,1000,0,1000,0,max,Training Tower Temperatures,elevation (m),Temperature ($^\circ$C),0,2.8,1,20,720,1,yes,nt,nk,8,MFRI_Training_Tower_03_temp_all_layer_120
s,0,MFRI_Tower_HRR_4tavg_layer_120,1,MFRI/MFRI_Training_Tower/Experimental_Data/MFRI_Training_Tower_test_04_thcp_tran.csv,2,elevation,"['DT_0120','DT_0120','DT_0120']",3,"['DT_0120','DT_0120','DT_0120']",0,1000,0,1000,0,MFRI/MFRI_Training_Tower/FDS_Output_Files/MFRI_Training_Tower_04_all_0120_f2a.csv,1,Z,"['TEMP_MIN','TEMP_AVG','TEMP_MAX']",3,"['TEMP_MIN','TEMP_AVG','TEMP_MAX']",0,1000,0,1000,0,max,Training Tower Temperatures,elevation (m),Temperature ($^\circ$C),0,2.8,1,20,720,1,yes,nt,nk,8,MFRI_Training_Tower_04_temp_all_layer_120
s,0,MFRI_Tower_HRR_5tavg_layer_120,1,MFRI/MFRI_Training_Tower/Experimental_Data/MFRI_Training_Tower_test_05_thcp_tran.csv,2,elevation,"['DT_0120','DT_0120','DT_0120']",3,"['DT_0120','DT_0120','DT_0120']",0,1000,0,1000,0,MFRI/MFRI_Training_Tower/FDS_Output_Files/MFRI_Training_Tower_05_all_0120_f2a.csv,1,Z,"['TEMP_MIN','TEMP_AVG','TEMP_MAX']",3,"['TEMP_MIN','TEMP_AVG','TEMP_MAX']",0,1000,0,1000,0,max,Training Tower Temperatures,elevation (m),Temperature ($^\circ$C),0,2.8,1,20,720,1,yes,nt,nk,8,MFRI_Training_Tower_05_temp_all_layer_120
s,0,MFRI_Tower_HRR_6tavg_layer_120,1,MFRI/MFRI_Training_Tower/Experimental_Data/MFRI_Training_Tower_test_06_thcp_tran.csv,2,elevation,"['DT_0120','DT_0120','DT_0120']",3,"['DT_0120','DT_0120','DT_0120']",0,1000,0,1000,0,MFRI/MFRI_Training_Tower/FDS_Output_Files/MFRI_Training_Tower_06_all_0120_f2a.csv,1,Z,"['TEMP_MIN','TEMP_AVG','TEMP_MAX']",3,"['TEMP_MIN','TEMP_AVG','TEMP_MAX']",0,1000,0,1000,0,max,Training Tower Temperatures,elevation (m),Temperature ($^\circ$C),0,2.8,1,20,720,1,yes,nt,nk,8,MFRI_Training_Tower_06_temp_all_layer_120
s,0,MFRI_Tower_HRR_7tavg_layer_120,1,MFRI/MFRI_Training_Tower/Experimental_Data/MFRI_Training_Tower_test_07_thcp_tran.csv,2,elevation,"['DT_0120','DT_0120','DT_0120']",3,"['DT_0120','DT_0120','DT_0120']",0,1000,0,1000,0,MFRI/MFRI_Training_Tower/FDS_Output_Files/MFRI_Training_Tower_07_all_0120_f2a.csv,1,Z,"['TEMP_MIN','TEMP_AVG','TEMP_MAX']",3,"['TEMP_MIN','TEMP_AVG','TEMP_MAX']",0,1000,0,1000,0,max,Training Tower Temperatures,elevation (m),Temperature ($^\circ$C),0,2.8,1,20,720,1,yes,nt,nk,8,MFRI_Training_Tower_07_temp_all_layer_120
s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s,0,MFRI_Tower_HRR_1tavg_layer_180,1,MFRI/MFRI_Training_Tower/Experimental_Data/MFRI_Training_Tower_test_01_thcp_tran.csv,2,elevation,"['DT_0180','DT_0180','DT_0180']",3,"['DT_0180','DT_0180','DT_0180']",0,1000,0,1000,0,MFRI/MFRI_Training_Tower/FDS_Output_Files/MFRI_Training_Tower_01_all_0180_f2a.csv,1,Z,"['TEMP_MIN','TEMP_AVG','TEMP_MAX']",3,"['TEMP_MIN','TEMP_AVG','TEMP_MAX']",0,1000,0,1000,0,max,Training Tower Temperatures,elevation (m),Temperature ($^\circ$C),0,2.8,1,20,720,1,yes,nt,nk,8,MFRI_Training_Tower_01_temp_all_layer_180
s,0,MFRI_Tower_HRR_2tavg_layer_180,1,MFRI/MFRI_Training_Tower/Experimental_Data/MFRI_Training_Tower_test_02_thcp_tran.csv,2,elevation,"['DT_0180','DT_0180','DT_0180']",3,"['DT_0180','DT_0180','DT_0180']",0,1000,0,1000,0,MFRI/MFRI_Training_Tower/FDS_Output_Files/MFRI_Training_Tower_02_all_0180_f2a.csv,1,Z,"['TEMP_MIN','TEMP_AVG','TEMP_MAX']",3,"['TEMP_MIN','TEMP_AVG','TEMP_MAX']",0,1000,0,1000,0,max,Training Tower Temperatures,elevation (m),Temperature ($^\circ$C),0,2.8,1,20,720,1,yes,nt,nk,8,MFRI_Training_Tower_02_temp_all_layer_180
s,0,MFRI_Tower_HRR_3tavg_layer_180,1,MFRI/MFRI_Training_Tower/Experimental_Data/MFRI_Training_Tower_test_03_thcp_tran.csv,2,elevation,"['DT_0180','DT_0180','DT_0180']",3,"['DT_0180','DT_0180','DT_0180']",0,1000,0,1000,0,MFRI/MFRI_Training_Tower/FDS_Output_Files/MFRI_Training_Tower_03_all_0180_f2a.csv,1,Z,"['TEMP_MIN','TEMP_AVG','TEMP_MAX']",3,"['TEMP_MIN','TEMP_AVG','TEMP_MAX']",0,1000,0,1000,0,max,Training Tower Temperatures,elevation (m),Temperature ($^\circ$C),0,2.8,1,20,720,1,yes,nt,nk,8,MFRI_Training_Tower_03_temp_all_layer_180
s,0,MFRI_Tower_HRR_4tavg_layer_180,1,MFRI/MFRI_Training_Tower/Experimental_Data/MFRI_Training_Tower_test_04_thcp_tran.csv,2,elevation,"['DT_0180','DT_0180','DT_0180']",3,"['DT_0180','DT_0180','DT_0180']",0,1000,0,1000,0,MFRI/MFRI_Training_Tower/FDS_Output_Files/MFRI_Training_Tower_04_all_0180_f2a.csv,1,Z,"['TEMP_MIN','TEMP_AVG','TEMP_MAX']",3,"['TEMP_MIN','TEMP_AVG','TEMP_MAX']",0,1000,0,1000,0,max,Training Tower Temperatures,elevation (m),Temperature ($^\circ$C),0,2.8,1,20,720,1,yes,nt,nk,8,MFRI_Training_Tower_04_temp_all_layer_180
s,0,MFRI_Tower_HRR_5tavg_layer_180,1,MFRI/MFRI_Training_Tower/Experimental_Data/MFRI_Training_Tower_test_05_thcp_tran.csv,2,elevation,"['DT_0180','DT_0180','DT_0180']",3,"['DT_0180','DT_0180','DT_0180']",0,1000,0,1000,0,MFRI/MFRI_Training_Tower/FDS_Output_Files/MFRI_Training_Tower_05_all_0180_f2a.csv,1,Z,"['TEMP_MIN','TEMP_AVG','TEMP_MAX']",3,"['TEMP_MIN','TEMP_AVG','TEMP_MAX']",0,1000,0,1000,0,max,Training Tower Temperatures,elevation (m),Temperature ($^\circ$C),0,2.8,1,20,720,1,yes,nt,nk,8,MFRI_Training_Tower_05_temp_all_layer_180
s,0,MFRI_Tower_HRR_6tavg_layer_180,1,MFRI/MFRI_Training_Tower/Experimental_Data/MFRI_Training_Tower_test_06_thcp_tran.csv,2,elevation,"['DT_0180','DT_0180','DT_0180']",3,"['DT_0180','DT_0180','DT_0180']",0,1000,0,1000,0,MFRI/MFRI_Training_Tower/FDS_Output_Files/MFRI_Training_Tower_06_all_0180_f2a.csv,1,Z,"['TEMP_MIN','TEMP_AVG','TEMP_MAX']",3,"['TEMP_MIN','TEMP_AVG','TEMP_MAX']",0,1000,0,1000,0,max,Training Tower Temperatures,elevation (m),Temperature ($^\circ$C),0,2.8,1,20,720,1,yes,nt,nk,8,MFRI_Training_Tower_06_temp_all_layer_180
s,0,MFRI_Tower_HRR_7tavg_layer_180,1,MFRI/MFRI_Training_Tower/Experimental_Data/MFRI_Training_Tower_test_07_thcp_tran.csv,2,elevation,"['DT_0180','DT_0180','DT_0180']",3,"['DT_0180','DT_0180','DT_0180']",0,1000,0,1000,0,MFRI/MFRI_Training_Tower/FDS_Output_Files/MFRI_Training_Tower_07_all_0180_f2a.csv,1,Z,"['TEMP_MIN','TEMP_AVG','TEMP_MAX']",3,"['TEMP_MIN','TEMP_AVG','TEMP_MAX']",0,1000,0,1000,0,max,Training Tower Temperatures,elevation (m),Temperature ($^\circ$C),0,2.8,1,20,720,1,yes,nt,nk,8,MFRI_Training_Tower_07_temp_all_layer_180

s,0,Ranch_1_hrr,1,Experimental_Data/dummy.csv,2,Time,HRR,3,HRR exp,0,1,0,1000,0,FDS_Output_Files/ranch_01_hrr.csv,2,FDS_HRR_Time,HRR,3,HRR FDS,0,1000,0,1000,0,max,Ranch 1 HRR,Time (s),HRR (kW),0,600,1,0,7000,1,no,nt,nk,8,ranch_01_hrr
s,0,Ranch_2_hrr,1,Experimental_Data/dummy.csv,2,Time,HRR,3,HRR exp,0,1,0,1000,0,FDS_Output_Files/ranch_02_hrr.csv,2,FDS_HRR_Time,HRR,3,HRR FDS,0,1000,0,1000,0,max,Ranch 2 HRR,Time (s),HRR (kW),0,600,1,0,7000,1,no,nt,nk,8,ranch_02_hrr
s,0,Ranch_3_hrr,1,Experimental_Data/dummy.csv,2,Time,HRR,3,HRR exp,0,1,0,1000,0,FDS_Output_Files/ranch_03_hrr.csv,2,FDS_HRR_Time,HRR,3,HRR FDS,0,1000,0,1000,0,max,Ranch 3 HRR,Time (s),HRR (kW),0,600,1,0,7000,1,no,nt,nk,8,ranch_03_hrr
s,0,Ranch_4_hrr,1,Experimental_Data/dummy.csv,2,Time,HRR,3,HRR exp,0,1,0,1000,0,FDS_Output_Files/ranch_04_hrr.csv,2,FDS_HRR_Time,HRR,3,HRR FDS,0,1000,0,1000,0,max,Ranch 4 HRR,Time (s),HRR (kW),0,600,1,0,7000,1,no,nt,nk,8,ranch_04_hrr
s,0,Ranch_1_thcp,1,Experimental_Data/dummy.csv,2,Time,"['exp1','exp2','exp3','exp4','exp5','exp6','exp7','exp8']",3,"[' ',' ',' ',' ',' ',' ',' ',' ']",0,1,0,1000,0,FDS_Output_Files/ranch_01_devc.csv,2,FDS Time,"['TC_A1','TC_A2','TC_A3','TC_A4','TC_A5','TC_A6','TC_A7','TC_A8']",3,"['TCA1 FDS','TCA2 FDS','TCA3 FDS','TCA4 FDS','TCA5 FDS','TCA6 FDS','TCA7 FDS','TCA8 FDS']",0,4000,0,4000,0,max,Ranch 1 Temp,Time (s),Temperature $^0$C,0,600,1,20,1200,1,no,nt,nk,8,ranch_01_thcp_a
s,0,Ranch_2_thcp,1,Experimental_Data/dummy.csv,2,Time,"['exp1','exp2','exp3','exp4','exp5','exp6','exp7','exp8']",3,"[' ',' ',' ',' ',' ',' ',' ',' ']",0,1,0,1000,0,FDS_Output_Files/ranch_02_devc.csv,2,FDS Time,"['TC_A1','TC_A2','TC_A3','TC_A4','TC_A5','TC_A6','TC_A7','TC_A8']",3,"['TCA1 FDS','TCA2 FDS','TCA3 FDS','TCA4 FDS','TCA5 FDS','TCA6 FDS','TCA7 FDS','TCA8 FDS']",0,4000,0,4000,0,max,Ranch 2 Temp,Time (s),Temperature $^0$C,0,600,1,20,1200,1,no,nt,nk,8,ranch_02_thcp_a
s,0,Ranch_3_thcp,1,Experimental_Data/dummy.csv,2,Time,"['exp1','exp2','exp3','exp4','exp5','exp6','exp7','exp8']",3,"[' ',' ',' ',' ',' ',' ',' ',' ']",0,1,0,1000,0,FDS_Output_Files/ranch_03_devc.csv,2,FDS Time,"['TC_A1','TC_A2','TC_A3','TC_A4','TC_A5','TC_A6','TC_A7','TC_A8']",3,"['TCA1 FDS','TCA2 FDS','TCA3 FDS','TCA4 FDS','TCA5 FDS','TCA6 FDS','TCA7 FDS','TCA8 FDS']",0,4000,0,4000,0,max,Ranch 3 Temp,Time (s),Temperature $^0$C,0,600,1,20,1200,1,no,nt,nk,8,ranch_03_thcp_a
s,0,Ranch_4_thcp,1,Experimental_Data/dummy.csv,2,Time,"['exp1','exp2','exp3','exp4','exp5','exp6','exp7','exp8']",3,"[' ',' ',' ',' ',' ',' ',' ',' ']",0,1,0,1000,0,FDS_Output_Files/ranch_04_devc.csv,2,FDS Time,"['TC_A1','TC_A2','TC_A3','TC_A4','TC_A5','TC_A6','TC_A7','TC_A8']",3,"['TCA1 FDS','TCA2 FDS','TCA3 FDS','TCA4 FDS','TCA5 FDS','TCA6 FDS','TCA7 FDS','TCA8 FDS']",0,4000,0,4000,0,max,Ranch 4 Temp,Time (s),Temperature $^0$C,0,600,1,20,1200,1,no,nt,nk,8,ranch_04_thcp_a
s,0,Ranch_1_thcp_b,1,Experimental_Data/dummy.csv,2,Time,"['exp1','exp2','exp3','exp4','exp5','exp6','exp7','exp8']",3,"[' ',' ',' ',' ',' ',' ',' ',' ']",0,1,0,1000,0,FDS_Output_Files/ranch_01_devc.csv,2,FDS Time,"['TC_B1','TC_B2','TC_B3','TC_B4','TC_B5','TC_B6','TC_B7','TC_B8']",3,"['TCB1 FDS','TCB2 FDS','TCB3 FDS','TCB4 FDS','TCB5 FDS','TCB6 FDS','TCB7 FDS','TCB8 FDS']",0,4000,0,4000,0,max,Ranch 1 Temp,Time (s),Temperature $^0$C,0,600,1,20,1200,1,no,nt,nk,8,ranch_01_thcp_b
s,0,Ranch_2_thcp_b,1,Experimental_Data/dummy.csv,2,Time,"['exp1','exp2','exp3','exp4','exp5','exp6','exp7','exp8']",3,"[' ',' ',' ',' ',' ',' ',' ',' ']",0,1,0,1000,0,FDS_Output_Files/ranch_02_devc.csv,2,FDS Time,"['TC_B1','TC_B2','TC_B3','TC_B4','TC_B5','TC_B6','TC_B7','TC_B8']",3,"['TCB1 FDS','TCB2 FDS','TCB3 FDS','TCB4 FDS','TCB5 FDS','TCB6 FDS','TCB7 FDS','TCB8 FDS']",0,4000,0,4000,0,max,Ranch 2 Temp,Time (s),Temperature $^0$C,0,600,1,20,1200,1,no,nt,nk,8,ranch_02_thcp_b
s,0,Ranch_3_thcp_b,1,Experimental_Data/dummy.csv,2,Time,"['exp1','exp2','exp3','exp4','exp5','exp6','exp7','exp8']",3,"[' ',' ',' ',' ',' ',' ',' ',' ']",0,1,0,1000,0,FDS_Output_Files/ranch_03_devc.csv,2,FDS Time,"['TC_B1','TC_B2','TC_B3','TC_B4','TC_B5','TC_B6','TC_B7','TC_B8']",3,"['TCB1 FDS','TCB2 FDS','TCB3 FDS','TCB4 FDS','TCB5 FDS','TCB6 FDS','TCB7 FDS','TCB8 FDS']",0,4000,0,4000,0,max,Ranch 3 Temp,Time (s),Temperature $^0$C,0,600,1,20,1200,1,no,nt,nk,8,ranch_03_thcp_b
s,0,Ranch_4_thcp_b,1,Experimental_Data/dummy.csv,2,Time,"['exp1','exp2','exp3','exp4','exp5','exp6','exp7','exp8']",3,"[' ',' ',' ',' ',' ',' ',' ',' ']",0,1,0,1000,0,FDS_Output_Files/ranch_04_devc.csv,2,FDS Time,"['TC_B1','TC_B2','TC_B3','TC_B4','TC_B5','TC_B6','TC_B7','TC_B8']",3,"['TCB1 FDS','TCB2 FDS','TCB3 FDS','TCB4 FDS','TCB5 FDS','TCB6 FDS','TCB7 FDS','TCB8 FDS']",0,4000,0,4000,0,max,Ranch 4 Temp,Time (s),Temperature $^0$C,0,600,1,20,1200,1,no,nt,nk,8,ranch_04_thcp_b
s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s,0,MCFRS_Ranch_hrr,1,Experimental_Data/MCFRS_Ranch_00_exp_hrr.csv,2,Time,HRR,3,HRR exp,0,1,0,1,0,FDS_Output_Files/MCFRS_Ranch_00_hrr.csv,2,FDS_HRR_Time,HRR,3,HRR FDS,0,1000,0,1000,0,max,Ranch 00 HRR,Time (s),HRR (kW),0,600,1,0,3000,1,no,nt,nk,8,MCFRS_Ranch_00_hrr
s,0,MCFRS_Ranch_temp_a,1,Experimental_Data/MCFRS_Ranch_00_exp_devc.csv,2,Time,"['TC_A1','TC_A2','TC_A3','TC_A4','TC_A5','TC_A6','TC_A7','TC_A8']",3,"['TC_A1','TC_A2','TC_A3','TC_A4','TC_A5','TC_A6','TC_A7','TC_A8']",0,1,0,1,0,FDS_Output_Files/MCFRS_Ranch_00_devc.csv,2,FDS Time,"['TC_A1','TC_A2','TC_A3','TC_A4','TC_A5','TC_A6','TC_A7','TC_A8']",3,"['TC_A1','TC_A2','TC_A3','TC_A4','TC_A5','TC_A6','TC_A7','TC_A8']",0,1000,0,1000,0,max,Ranch 00 Temp,Time (s),Temp (C),0,600,1,20,820,1,no,nt,nk,8,MCFRS_Ranch_00_temp_a
s,0,MCFRS_Ranch_temp_b,1,Experimental_Data/MCFRS_Ranch_00_exp_devc.csv,2,Time,"['TC_B1','TC_B2','TC_B3','TC_B4','TC_B5','TC_B6','TC_B7','TC_B8']",3,"['TC_B1','TC_B2','TC_B3','TC_B4','TC_B5','TC_B6','TC_B7','TC_B8']",0,1,0,1,0,FDS_Output_Files/MCFRS_Ranch_00_devc.csv,2,FDS Time,"['TC_B1','TC_B2','TC_B3','TC_B4','TC_B5','TC_B6','TC_B7','TC_B8']",3,"['TC_B1','TC_B2','TC_B3','TC_B4','TC_B5','TC_B6','TC_B7','TC_B8']",0,1000,0,1000,0,max,Ranch 00 Temp,Time (s),Temp (C),0,600,1,20,220,1,no,nt,nk,8,MCFRS_Ranch_00_temp_b
s,0,MCFRS_Ranch_temp_c,1,Experimental_Data/MCFRS_Ranch_00_exp_devc.csv,2,Time,"['TC_C1','TC_C2','TC_C3','TC_C4','TC_C5','TC_C6','TC_C7','TC_C8']",3,"['TC_C1','TC_C2','TC_C3','TC_C4','TC_C5','TC_C6','TC_C7','TC_C8']",0,1,0,1,0,FDS_Output_Files/MCFRS_Ranch_00_devc.csv,2,FDS Time,"['TC_C1','TC_C2','TC_C3','TC_C4','TC_C5','TC_C6','TC_C7','TC_C8']",3,"['TC_C1','TC_C2','TC_C3','TC_C4','TC_C5','TC_C6','TC_C7','TC_C8']",0,1000,0,1000,0,max,Ranch 00 Temp,Time (s),Temp (C),0,600,1,20,220,1,no,nt,nk,8,MCFRS_Ranch_00_temp_c
s,0,MCFRS_Ranch_temp_d,1,Experimental_Data/MCFRS_Ranch_00_exp_devc.csv,2,Time,"['TC_D1','TC_D2','TC_D3','TC_D4','TC_D5','TC_D6','TC_D7','TC_D8']",3,"['TC_D1','TC_D2','TC_D3','TC_D4','TC_D5','TC_D6','TC_D7','TC_D8']",0,1,0,1,0,FDS_Output_Files/MCFRS_Ranch_00_devc.csv,2,FDS Time,"['TC_D1','TC_D2','TC_D3','TC_D4','TC_D5','TC_D6','TC_D7','TC_D8']",3,"['TC_D1','TC_D2','TC_D3','TC_D4','TC_D5','TC_D6','TC_D7','TC_D8']",0,1000,0,1000,0,max,Ranch 00 Temp,Time (s),Temp (C),0,600,1,20,220,1,no,nt,nk,8,MCFRS_Ranch_00_temp_d
