Temp,Mass
23.85012,1
24.85012,0.9972929
25.85012,0.997259
26.85012,0.9973545
27.85012,0.9973027
28.85012,0.9972767
29.85012,0.997191
30.85012,0.997112
31.85012,0.9970514
32.85012,0.9968857
33.85012,0.9967005
34.85012,0.9964921
35.85012,0.9962587
36.85012,0.9959738
37.85012,0.9956632
38.85012,0.9953708
39.85012,0.9949015
40.85012,0.9945018
41.85012,0.9940136
42.85012,0.99354
43.85012,0.993034
44.85012,0.9925427
45.85012,0.991946
46.85012,0.9913718
47.85012,0.9908145
48.85012,0.9902353
49.85012,0.9896601
50.85012,0.9890998
51.85012,0.9885391
52.85012,0.987903
53.85012,0.987313
54.85012,0.9867453
55.85012,0.9860581
56.85012,0.985458
57.85012,0.984833
58.85012,0.9843103
59.85012,0.9837288
60.85012,0.9830956
61.85012,0.9825753
62.85012,0.9820497
63.85012,0.9814395
64.85012,0.9809509
65.85012,0.9804438
66.85012,0.9799262
67.85012,0.9794276
68.85012,0.978998
69.85012,0.978569
70.85012,0.9781615
71.85012,0.9777878
72.85012,0.9773652
73.85012,0.9770122
74.85012,0.9767148
75.85012,0.9764093
76.85012,0.9761193
77.85012,0.9757807
78.85012,0.9755411
79.85012,0.9752693
80.85012,0.9750794
81.85012,0.9748321
82.85012,0.9746405
83.85012,0.9744909
84.85012,0.9743253
85.85012,0.9741359
86.85012,0.9739744
87.85012,0.9738299
88.85012,0.9737181
89.85012,0.9735895
90.85012,0.9734825
91.85012,0.9733298
92.85012,0.9732565
93.85012,0.9732072
94.85012,0.9731419
95.85012,0.9730593
96.85012,0.9729955
97.85012,0.9729352
98.85012,0.9728509
99.85012,0.9727886
100.85012,0.97279
101.85012,0.972745
102.85012,0.9727354
103.85012,0.9727027
104.85012,0.9726642
105.85012,0.9726486
106.85012,0.9726531
107.85012,0.9726566
108.85012,0.9725984
109.85012,0.9726106
110.85012,0.9726155
111.85012,0.9725932
112.85012,0.9725726
113.85012,0.9725739
114.85012,0.9725942
115.85012,0.9725844
116.85012,0.9725865
117.85012,0.9726192
118.85012,0.9726188
119.85012,0.9726146
120.85012,0.9726398
121.85012,0.9726063
122.85012,0.9726445
123.85012,0.972662
124.85012,0.972681
125.85012,0.9727506
126.85012,0.9727561
127.85012,0.9727717
128.85012,0.9727396
129.85012,0.9727211
130.85012,0.9727111
131.85012,0.9727271
132.85012,0.9727441
133.85012,0.9727594
134.85012,0.9727624
135.85012,0.9728373
136.85012,0.9727987
137.85012,0.9728697
138.85012,0.9728518
139.85012,0.9728368
140.85012,0.9728714
141.85012,0.9729064
142.85012,0.9728896
143.85012,0.9729114
144.85012,0.9729222
145.85012,0.9729781
146.85012,0.9729965
147.85012,0.9729714
148.85012,0.972978
149.85012,0.9730193
150.85012,0.9729818
151.85012,0.9730128
152.85012,0.9729866
153.85012,0.9730542
154.85012,0.9730472
155.85012,0.9730059
156.85012,0.9730117
157.85012,0.973004
158.85012,0.9729961
159.85012,0.9729965
160.85012,0.9729548
161.85012,0.9729879
162.85012,0.9729797
163.85012,0.9729557
164.85012,0.9729218
165.85012,0.9729123
166.85012,0.9728805
167.85012,0.972838
168.85012,0.9728116
169.85012,0.972782
170.85012,0.9727693
171.85012,0.9727235
172.85012,0.9726791
173.85012,0.9726065
174.85012,0.972582
175.85012,0.9725205
176.85012,0.9724546
177.85012,0.9724338
178.85012,0.9723632
179.85012,0.9723598
180.85012,0.9722799
181.85012,0.9722308
182.85012,0.9721191
183.85012,0.9720619
184.85012,0.9719882
185.85012,0.9719267
186.85012,0.9718063
187.85012,0.9717572
188.85012,0.9716844
189.85012,0.9715669
190.85012,0.9714763
191.85012,0.9713998
192.85012,0.9713139
193.85012,0.9711945
194.85012,0.9710801
195.85012,0.9709581
196.85012,0.9708723
197.85012,0.9707708
198.85012,0.970638
199.85012,0.9705143
200.85012,0.9703788
201.85012,0.9702304
202.85012,0.9700797
203.85012,0.9698716
204.85012,0.9697227
205.85012,0.9695897
206.85012,0.9693905
207.85012,0.9691745
208.85012,0.9689664
209.85012,0.9687099
210.85012,0.9684775
211.85012,0.9682296
212.85012,0.9679784
213.85012,0.9677066
214.85012,0.9673797
215.85012,0.9670593
216.85012,0.966727
217.85012,0.9664005
218.85012,0.9660265
219.85012,0.9655917
220.85012,0.9651478
221.85012,0.9647095
222.85012,0.9642779
223.85012,0.9637636
224.85012,0.9631918
225.85012,0.9626454
226.85012,0.9620452
227.85012,0.9614503
228.85012,0.9607594
229.85012,0.9600729
230.85012,0.9593029
231.85012,0.9585207
232.85012,0.9577062
233.85012,0.9568061
234.85012,0.955909
235.85012,0.9549256
236.85012,0.9539078
237.85012,0.9527866
238.85012,0.951616
239.85012,0.9504218
240.85012,0.9490858
241.85012,0.9476614
242.85012,0.9461884
243.85012,0.9446372
244.85012,0.9429193
245.85012,0.9410582
246.85012,0.939155
247.85012,0.9370949
248.85012,0.9349493
249.85012,0.9326486
250.85012,0.9301902
251.85012,0.9276234
252.85012,0.9248827
253.85012,0.9219968
254.85012,0.9189874
255.85012,0.9157952
256.85012,0.9125566
257.85012,0.9091327
258.85012,0.9055519
259.85012,0.9018714
260.85012,0.8980877
261.85012,0.8941973
262.85012,0.8901803
263.85012,0.8861078
264.85012,0.8818925
265.85012,0.8776468
266.85012,0.8732487
267.85012,0.8688738
268.85012,0.8644537
269.85012,0.8599597
270.85012,0.8554414
271.85012,0.8509178
272.85012,0.846249
273.85012,0.8416582
274.85012,0.8370366
275.85012,0.8324105
276.85012,0.8277594
277.85012,0.8231354
278.85012,0.8184438
279.85012,0.8138122
280.85012,0.8090446
281.85012,0.8043601
282.85012,0.7997595
283.85012,0.7950769
284.85012,0.7904646
285.85012,0.785856
286.85012,0.7812501
287.85012,0.7764733
288.85012,0.7718973
289.85012,0.7672143
290.85012,0.762531
291.85012,0.7578807
292.85012,0.7532514
293.85012,0.748481
294.85012,0.7437235
295.85012,0.7390221
296.85012,0.7341927
297.85012,0.7293994
298.85012,0.7246087
299.85012,0.7196938
300.85012,0.7147231
301.85012,0.7097949
302.85012,0.7048632
303.85012,0.6999711
304.85012,0.6949733
305.85012,0.6899238
306.85012,0.6847934
307.85012,0.6797521
308.85012,0.6746419
309.85012,0.6695681
310.85012,0.664479
311.85012,0.6592705
312.85012,0.654114
313.85012,0.6489515
314.85012,0.6437301
315.85012,0.6384379
316.85012,0.6332582
317.85012,0.6279031
318.85012,0.6225115
319.85012,0.6169541
320.85012,0.6114887
321.85012,0.6057834
322.85012,0.6001178
323.85012,0.5942573
324.85012,0.5880447
325.85012,0.5818192
326.85012,0.5753204
327.85012,0.5683686
328.85012,0.5612581
329.85012,0.5537648
330.85012,0.5458036
331.85012,0.5374622
332.85012,0.5285367
333.85012,0.5191654
334.85012,0.5089997
335.85012,0.4982475
336.85012,0.4868191
337.85012,0.4745939
338.85012,0.4617146
339.85012,0.448197
340.85012,0.4340924
341.85012,0.4195058
342.85012,0.4047836
343.85012,0.3898221
344.85012,0.3748887
345.85012,0.3604304
346.85012,0.3464506
347.85012,0.3332904
348.85012,0.3212681
349.85012,0.3103539
350.85012,0.3006491
351.85012,0.292364
352.85012,0.2855216
353.85012,0.2797211
354.85012,0.2751279
355.85012,0.2714497
356.85012,0.2684787
357.85012,0.2661318
358.85012,0.26434
359.85012,0.2628086
360.85012,0.2615249
361.85012,0.260359
362.85012,0.2593378
363.85012,0.2584518
364.85012,0.2575931
365.85012,0.2567271
366.85012,0.2559088
367.85012,0.2551793
368.85012,0.2543635
369.85012,0.2535673
370.85012,0.2528137
371.85012,0.2520264
372.85012,0.2512986
373.85012,0.2505163
374.85012,0.2497832
375.85012,0.2490784
376.85012,0.2483017
377.85012,0.2475275
378.85012,0.2468321
379.85012,0.246128
380.85012,0.2453243
381.85012,0.2445627
382.85012,0.2438616
383.85012,0.2431043
384.85012,0.2424021
385.85012,0.2416171
386.85012,0.2408977
387.85012,0.2401599
388.85012,0.239406
389.85012,0.2386961
390.85012,0.2379508
391.85012,0.2372622
392.85012,0.2365312
393.85012,0.2357946
394.85012,0.2350936
395.85012,0.2343754
396.85012,0.2336896
397.85012,0.2329671
398.85012,0.2322622
399.85012,0.2316376
400.85012,0.2309384
401.85012,0.2302254
402.85012,0.2295963
403.85012,0.2288853
404.85012,0.2282911
405.85012,0.2276171
406.85012,0.2269791
407.85012,0.2263297
408.85012,0.2257493
409.85012,0.2251163
410.85012,0.2244693
411.85012,0.2238854
412.85012,0.2233378
413.85012,0.2227511
414.85012,0.2221681
415.85012,0.2216205
416.85012,0.2210706
417.85012,0.2204859
418.85012,0.2200115
419.85012,0.2194666
420.85012,0.2189679
421.85012,0.218432
422.85012,0.2179317
423.85012,0.2174401
424.85012,0.2169432
425.85012,0.216506
426.85012,0.2160101
427.85012,0.215579
428.85012,0.2151427
429.85012,0.2147077
430.85012,0.2142255
431.85012,0.2138329
432.85012,0.2134506
433.85012,0.2130615
434.85012,0.2126078
435.85012,0.2122371
436.85012,0.2118042
437.85012,0.2114909
438.85012,0.2110803
439.85012,0.2107564
440.85012,0.2104495
441.85012,0.2100883
442.85012,0.2097077
443.85012,0.2093533
444.85012,0.2089781
445.85012,0.2086384
446.85012,0.2083191
447.85012,0.2080368
448.85012,0.2076779
449.85012,0.2073957
450.85012,0.2070231
451.85012,0.2067675
452.85012,0.2064365
453.85012,0.2061282
454.85012,0.2058234
455.85012,0.2055614
456.85012,0.2052856
457.85012,0.2049815
458.85012,0.2047373
459.85012,0.2044357
460.85012,0.2041874
461.85012,0.2038767
462.85012,0.203596
463.85012,0.2033227
464.85012,0.2030638
465.85012,0.2027413
466.85012,0.2024676
467.85012,0.2022276
468.85012,0.2019233
469.85012,0.2016924
470.85012,0.2014527
471.85012,0.2012117
472.85012,0.2009732
473.85012,0.2006913
474.85012,0.2004768
475.85012,0.2002777
476.85012,0.1999989
477.85012,0.1997068
478.85012,0.1994913
479.85012,0.1991997
480.85012,0.1989644
481.85012,0.1988031
482.85012,0.1985572
483.85012,0.1983167
484.85012,0.1980848
485.85012,0.197858
486.85012,0.1976957
487.85012,0.1973986
488.85012,0.1972103
489.85012,0.196991
490.85012,0.1967304
491.85012,0.1965298
492.85012,0.196328
493.85012,0.1961342
494.85012,0.1959296
495.85012,0.1956772
496.85012,0.1955226
497.85012,0.1953706
498.85012,0.1950986
499.85012,0.1949317
500.85012,0.1947002
501.85012,0.194514
502.85012,0.1943425
503.85012,0.1941432
504.85012,0.1939668
505.85012,0.1937539
506.85012,0.193526
507.85012,0.1933357
508.85012,0.193121
509.85012,0.192871
510.85012,0.1926846
511.85012,0.1925378
512.85012,0.1923936
513.85012,0.1921903
514.85012,0.1919689
515.85012,0.1918166
516.85012,0.1916208
517.85012,0.1914293
518.85012,0.1912728
519.85012,0.1910853
520.85012,0.1909389
521.85012,0.1907844
522.85012,0.1906025
523.85012,0.1904268
524.85012,0.1902401
525.85012,0.1900167
526.85012,0.1898014
527.85012,0.189668
528.85012,0.1894328
529.85012,0.1893127
530.85012,0.1891368
531.85012,0.1889795
532.85012,0.1888266
533.85012,0.1886606
534.85012,0.1884482
535.85012,0.1882754
536.85012,0.1880689
537.85012,0.1879712
538.85012,0.1877961
539.85012,0.1876392
540.85012,0.1875421
541.85012,0.1874016
542.85012,0.1872684
543.85012,0.1870527
544.85012,0.1869272
545.85012,0.1867039
546.85012,0.1865517
547.85012,0.1864562
548.85012,0.1862897
549.85012,0.1861304
550.85012,0.185989
551.85012,0.1858701
552.85012,0.185658
553.85012,0.1855343
554.85012,0.1853835
555.85012,0.1852937
556.85012,0.1851176
557.85012,0.1849797
558.85012,0.1848388
559.85012,0.1846734
560.85012,0.1845404
561.85012,0.1844667
562.85012,0.1843485
563.85012,0.1842261
564.85012,0.1840514
565.85012,0.183919
566.85012,0.1837874
567.85012,0.1837388
568.85012,0.1835636
569.85012,0.1833728
570.85012,0.1833232
571.85012,0.1831649
572.85012,0.1829832
573.85012,0.182892
574.85012,0.1828096
575.85012,0.1826606
576.85012,0.1825196
577.85012,0.1824119
578.85012,0.1823042
579.85012,0.1822129
580.85012,0.1820314
581.85012,0.181882
582.85012,0.1817827
583.85012,0.1817244
584.85012,0.1816172
585.85012,0.1814925
586.85012,0.1813523
587.85012,0.1812528
588.85012,0.181135
589.85012,0.1810375
590.85012,0.1809698
591.85012,0.1808968
592.85012,0.1807791
593.85012,0.1806714
594.85012,0.1805885
595.85012,0.1805089
596.85012,0.1803403
597.85012,0.1802672
598.85012,0.1801919
599.85012,0.1800672
600.85012,0.1799108
601.85012,0.1798175
602.85012,0.1798017
603.85012,0.1797692
604.85012,0.1796286
605.85012,0.1795613
606.85012,0.1794482
607.85012,0.1793472
608.85012,0.1792545
609.85012,0.1791714
610.85012,0.1791131
611.85012,0.1790052
612.85012,0.1789805
613.85012,0.1788974
614.85012,0.1787977
615.85012,0.1786817
616.85012,0.1786817
617.85012,0.1786157
618.85012,0.1785411
619.85012,0.1784916
620.85012,0.1783753
621.85012,0.1782589
622.85012,0.1781687
623.85012,0.1781602
624.85012,0.1780937
625.85012,0.1780279
626.85012,0.1779257
627.85012,0.1778945
628.85012,0.1778192
629.85012,0.177761
630.85012,0.1776945
631.85012,0.1776283
632.85012,0.1775631
633.85012,0.1775374
634.85012,0.177433
635.85012,0.1773969
636.85012,0.1773519
637.85012,0.1772917
638.85012,0.1772059
639.85012,0.1771682
640.85012,0.1770673
641.85012,0.1770766
642.85012,0.1770045
643.85012,0.17697
644.85012,0.1769197
645.85012,0.1768543
646.85012,0.1767681
647.85012,0.1767381
648.85012,0.1767283
649.85012,0.1766957
650.85012,0.1765843
651.85012,0.1765669
652.85012,0.1764949
653.85012,0.1764214
654.85012,0.1763781
655.85012,0.1763303
656.85012,0.1762394
657.85012,0.1762202
658.85012,0.1761241
659.85012,0.1761524
660.85012,0.1760439
661.85012,0.1760132
662.85012,0.1759573
663.85012,0.1759218
664.85012,0.1759221
665.85012,0.1758504
666.85012,0.1757448
667.85012,0.1756613
668.85012,0.1755968
669.85012,0.175547
670.85012,0.1754662
671.85012,0.1753675
672.85012,0.1753761
673.85012,0.1753082
674.85012,0.1752701
675.85012,0.175189
676.85012,0.1752019
677.85012,0.1751285
678.85012,0.1750872
679.85012,0.1750548
680.85012,0.1749852
681.85012,0.1749289
682.85012,0.1748707
683.85012,0.1747964
684.85012,0.1747374
685.85012,0.1747363
686.85012,0.1746784
687.85012,0.1746564
688.85012,0.1745637
689.85012,0.1745382
690.85012,0.17448
691.85012,0.174389
692.85012,0.1743308
693.85012,0.1743223
694.85012,0.1742892
695.85012,0.1742478
696.85012,0.1741815
697.85012,0.1741069
698.85012,0.1740572
699.85012,0.1740404
700.85012,0.1739824
701.85012,0.1739323
702.85012,0.17385
703.85012,0.1738093
704.85012,0.1737997
705.85012,0.1737564
706.85012,0.1737077
707.85012,0.1736312
708.85012,0.1735873
709.85012,0.1735426
710.85012,0.1735085
711.85012,0.1734846
712.85012,0.1734342
713.85012,0.1733684
714.85012,0.1733094
715.85012,0.1732986
716.85012,0.1732373
717.85012,0.1732268
718.85012,0.1731119
719.85012,0.1730619
720.85012,0.1729856
721.85012,0.1729532
722.85012,0.1728954
723.85012,0.1728436
724.85012,0.1727852
725.85012,0.1727545
726.85012,0.1727196
727.85012,0.1726668
728.85012,0.1726398
729.85012,0.1725627
730.85012,0.1725112
731.85012,0.172454
732.85012,0.1723624
733.85012,0.1723705
734.85012,0.1722761
735.85012,0.1722093
736.85012,0.1721381
737.85012,0.1721157
738.85012,0.172071
739.85012,0.1720448
740.85012,0.1720078
741.85012,0.1719974
742.85012,0.1719252
743.85012,0.1718468
744.85012,0.1717822
745.85012,0.1717524
746.85012,0.1716833
747.85012,0.1717094
748.85012,0.1716115
749.85012,0.171587
750.85012,0.1715242
751.85012,0.1715146
752.85012,0.1714456
753.85012,0.1714072
754.85012,0.1713634
755.85012,0.1713111
756.85012,0.1712342
757.85012,0.171199
758.85012,0.171158
759.85012,0.1711152
760.85012,0.1710498
761.85012,0.1710536
762.85012,0.1709866
763.85012,0.1709837
764.85012,0.1709445
765.85012,0.1708585
766.85012,0.1708251
767.85012,0.1707719
768.85012,0.1707202
769.85012,0.1706797
770.85012,0.1706137
771.85012,0.1706294
772.85012,0.1705885
773.85012,0.1705466
774.85012,0.1704647
775.85012,0.1704644
776.85012,0.1704354
777.85012,0.1703899
778.85012,0.170368
779.85012,0.1703038
780.85012,0.1702357
781.85012,0.1701948
782.85012,0.1701573
783.85012,0.1701289
784.85012,0.1701029
785.85012,0.1700761
786.85012,0.1700219
787.85012,0.169942
788.85012,0.1699598
789.85012,0.1699189
790.85012,0.1698785
791.85012,0.1698251
792.85012,0.169798
793.85012,0.1697565
794.85012,0.1697315
795.85012,0.1696596
796.85012,0.1696548
797.85012,0.1696244
