rate,2.5 KPM,5 KPM,10 KPM,2.5 KPM,5 KPM,10 KPM,5 KPM,5 KPM
O2,0.0 %,0.0 %,0.0 %,20.5 %,20.5 %,20.5 %,8.2 %,4.3 %
Temp,MLR 2,MLR 3,MLR 4,MLR 13,MLR 14,MLR 15,MLR 16,MLR 17
200.0,1.68e-05,1.92e-05,3.77e-05,1.99e-05,2.43e-05,2.8e-05,2.01e-05,8.62e-06
202.0,1.68e-05,1.92e-05,3.77e-05,1.99e-05,2.476877921247439e-05,2.8e-05,2.01e-05,8.62e-06
204.0,1.68e-05,2.0419982536287335e-05,3.938e-05,2.1295428583309144e-05,2.6328467508768375e-05,2.8025e-05,1.8784029698959155e-05,8.305843605146045e-06
206.0,1.68e-05,2.17826241825823e-05,4.106e-05,2.284603173968411e-05,2.9125818180825648e-05,2.8074999999999998e-05,1.7509373515867932e-05,7.070136811752897e-06
208.0,1.68e-05,2.3435729465970506e-05,4.19e-05,2.4787301571648182e-05,3.1947844179340754e-05,3.123333333333333e-05,2.069880106943705e-05,5.8344300183597474e-06
210.0,1.68e-05,2.5118547119367534e-05,4.19e-05,2.6377922079778544e-05,3.3507532475634734e-05,3.75e-05,2.3872914312401778e-05,5.76e-06
212.0,1.7825e-05,2.672898047289168e-05,4.19e-05,2.73e-05,3.4e-05,3.756666666666667e-05,2.700735164955539e-05,5.5494896279869125e-06
214.0,1.9875e-05,2.6840644494927486e-05,4.19e-05,2.73e-05,3.450959995236194e-05,3.926666666666667e-05,2.7920928022031593e-05,3.8134511878616083e-06
216.0,2.09e-05,2.5575656876445583e-05,4.33e-05,2.9486171413647838e-05,3.801239994055247e-05,4.26e-05,2.6227231982884957e-05,2.892573922130238e-06
218.0,2.09e-05,2.6316754209070025e-05,4.47e-05,3.244857134730434e-05,4.127745454247696e-05,4.56e-05,3.3654140906833686e-05,2.8980729350024378e-06
220.0,2.1949999999999998e-05,3.156980472828974e-05,4.61e-05,3.594285707197308e-05,4.415657145651214e-05,5.013333333333333e-05,4.082161266341561e-05,4.031593136466163e-06
222.0,2.4050000000000002e-05,3.6433290755699914e-05,4.9460000000000004e-05,3.8543485669514927e-05,4.587222859358505e-05,5.62e-05,4.277070728544012e-05,5.773680491016991e-06
224.0,2.762e-05,4.115103407036281e-05,5.2820000000000006e-05,4.187724671058262e-05,4.877600001364726e-05,5.9266666666666666e-05,4.471980190746464e-05,7.509740821566552e-06
226.0,3.266e-05,4.370463835690633e-05,5.55375e-05,4.581625973432563e-05,5.2973485687737935e-05,6.23e-05,4.6752508583031255e-05,9.644695253432113e-06
228.0,3.77e-05,4.4e-05,5.76125e-05,5.050145458221096e-05,5.9907599950074376e-05,6.53e-05,4.9019253324701784e-05,1.2543133328000204e-05
230.0,3.91e-05,4.5311318035870446e-05,5.96875e-05,5.5053714348851044e-05,6.493350641649267e-05,6.836666666666667e-05,5.479932703139518e-05,1.5800838083803407e-05
232.0,4.05e-05,4.7708391045408604e-05,6.176249999999999e-05,5.938662864744029e-05,6.913729865357629e-05,7.443333333333333e-05,5.954099809502893e-05,1.969902732785244e-05
234.0,4.19e-05,4.989071641062682e-05,6.489999999999999e-05,6.201811433875956e-05,7.225667534752372e-05,8.35e-05,6.343624217058761e-05,2.5663235410850388e-05
236.0,4.47e-05,5.424151393752279e-05,6.91e-05,6.620093511848553e-05,7.982262865266082e-05,9.25e-05,6.869879772079323e-05,3.185345255798133e-05
238.0,4.778e-05,5.5e-05,7.33e-05,7.17282596697684e-05,8.884670133073903e-05,0.00010166666666666667,7.444707436701515e-05,3.663759375679474e-05
240.0,5.114e-05,5.695242849817876e-05,7.792e-05,7.860371421257388e-05,9.83348051331941e-05,0.000111,8.103447624097345e-05,4.193102848421709e-05
242.0,5.45e-05,6.043276733637458e-05,8.296e-05,8.601119994051328e-05,0.00010646204350711506,0.000129,8.876364456969137e-05,4.888728007356936e-05
244.0,6.118000000000001e-05,6.259413609629236e-05,8.8e-05,9.384540931948882e-05,0.00011626705182160433,0.000138,9.603579608898378e-05,5.6370948635260505e-05
246.0,6.785999999999999e-05,6.857636813323238e-05,9.644444444444444e-05,0.00010173804783464358,0.0001301731682717652,0.000147,0.00010297873985661348,6.423453704250547e-05
248.0,7.329999999999999e-05,7.323831516006243e-05,0.00010488888888888889,0.00011097319668922019,0.0001414665476775591,0.000165,0.00011355923790576304,6.974920929004357e-05
250.0,7.75e-05,7.854914797627226e-05,0.00011333333333333334,0.00012138407157729815,0.0001525282338021496,0.000174,0.00012167201872051,7.453335062039726e-05
252.0,8.170000000000001e-05,8.404066026098123e-05,0.00012177777777777778,0.0001317949464653762,0.00016359032304361467,0.000183,0.00012799368409220494,8.29678330354495e-05
254.0,8.740000000000001e-05,8.79078512203044e-05,0.00013366666666666667,0.00014156962080920791,0.00017730946366153723,0.00019766666666666666,0.0001369396412201843,9.18636361744653e-05
256.0,9.460000000000001e-05,9.55529691239805e-05,0.000149,0.00015110962165227175,0.0001930115677399545,0.000214,0.00014816326895599076,0.00010135823206065917
258.0,0.00010180000000000001,0.00010036227366931243,0.00016433333333333333,0.000161362491358266,0.0002121325672160715,0.000232,0.00016291829496320535,0.00011047311324913346
260.0,0.000109,0.00010757131807312393,0.0001797142857142857,0.00017260684570387353,0.00022968283658937773,0.000256,0.00017682172434976812,0.00011916419323286794
262.0,0.00011750000000000001,0.00011422849129430292,0.00019514285714285714,0.00018465222860125624,0.0002470651496645696,0.00028000000000000003,0.00019148017094500758,0.000131090503539041
264.0,0.000126,0.00011938915993699746,0.00021057142857142856,0.00019569417156136158,0.00026444787572676607,0.000304,0.00020692674789173478,0.00014372957362809478
266.0,0.00013,0.00012497361603309575,0.000226,0.00020820880596496928,0.00028613652145990427,0.000328,0.0002204440551462717,0.00015589575484418967
268.0,0.000138,0.0001346443216815377,0.00023914285714285715,0.00022216760369367632,0.0003071823303226258,0.000352,0.0002339613624008086,0.00016932487727442953
270.0,0.00015250000000000002,0.00014517320224595286,0.0002522857142857143,0.00023691907979347918,0.00032614489127110325,0.000376,0.00024753204196600593,0.00018512354169064355
272.0,0.00016733333333333333,0.0001567475001507822,0.0002654285714285714,0.0002505307551288427,0.00034510802881524105,0.0003973333333333333,0.00026317332441446123,0.00019991930136431757
274.0,0.000176,0.00016890128708237293,0.000283,0.0002639913976429519,0.0003659477738422189,0.000423,0.000280268446121489,0.00021382273075088058
276.0,0.000189,0.00018050821139555095,0.000305,0.00027897934219829395,0.0003902829406173176,0.000453,0.00029971128827784905,0.000229386834465933
278.0,0.00019966666666666668,0.00019144753118027302,0.000327,0.00029664185306430696,0.0004155197707153573,0.000483,0.0003170898191887759,0.00024537670077058626
280.0,0.0002095,0.00020471157803863242,0.000356,0.0003156990207841389,0.000438851968745795,0.0005146666666666666,0.0003344683497717728,0.000264493084451402
282.0,0.00021933333333333334,0.00021973959863211097,0.00037866666666666664,0.0003346329669347177,0.00045939501388587284,0.000548,0.0003521312484525703,0.00028360922381739494
284.0,0.00023,0.0002328397030747279,0.0004085,0.00035872300039820873,0.00048628334451174515,0.000584,0.00037337100301988713,0.0003027250031849351
286.0,0.000243,0.00024328473686800576,0.0004383333333333333,0.00038799690903675607,0.0005113987046799098,0.00062,0.0003946111512887919,0.00031944857565092255
288.0,0.00026,0.0002597772110954258,0.000461,0.00042587242403092646,0.0005335215834225931,0.000656,0.0004158515121545202,0.0003353793994611224
290.0,0.000268,0.0002722118623411845,0.000499,0.0004773242390387055,0.0005577141771011387,0.0006946666666666667,0.000437091266721837,0.0003537539396970129
292.0,0.0002745,0.00028635526404215724,0.0005236666666666666,0.0005365507831779819,0.0005851013483140746,0.000735,0.0004602154103140337,0.0003728697874921157
294.0,0.000281,0.000303775374607121,0.000557,0.0005965241624385124,0.0006151259978878573,0.000777,0.000484544143397678,0.00039198617117293144
296.0,0.000293,0.0003211954856988437,0.0005933333333333333,0.0006509179589917614,0.0006530321736621339,0.0008216666666666667,0.0005188482975692289,0.0004109690618170824
298.0,0.000302,0.00033436866674527285,0.000624,0.0006951552400971941,0.0006967581242339815,0.000865,0.0005487042331380632,0.0004297958037954217
300.0,0.00031266666666666666,0.00035052832411882755,0.00067,0.0007125113572916239,0.0007473258182803273,0.000907,0.0005766124948281326,0.00045041827751399313
302.0,0.000321,0.0003679488528498144,0.000704,0.0006968320130904838,0.000823336412419456,0.000955,0.00060962928343839,0.00047300915753574507
304.0,0.000327,0.00038490601843810127,0.000748,0.0006623304250408125,0.0009083524689364624,0.0010026666666666667,0.0006510020805653374,0.0004970318094241179
306.0,0.000339,0.0003998584654739577,0.0007916666666666666,0.0005911350547456013,0.0009996111331168562,0.00105,0.0007016602988072285,0.0005212527915846846
308.0,0.00034766666666666664,0.0004150978826652381,0.000825,0.0005127669762443208,0.0011252856069418056,0.0011033333333333333,0.0007557207905046568,0.000544950238307703
310.0,0.0003585,0.0004321221070401788,0.000888,0.00043102019485625814,0.001249681307385997,0.0011566666666666665,0.0008242822550627486,0.0005694818273504379
312.0,0.0003703333333333333,0.0004483308568354793,0.0009273333333333334,0.00034419837631255803,0.001361180905919992,0.00121,0.0009059780183041496,0.0005955478086045503
314.0,0.000381,0.00046493923284278063,0.000968,0.0002733227886129054,0.0014038468291352373,0.0012699999999999999,0.001014096313292631,0.0006243746718673218
316.0,0.00039,0.0004836524198036276,0.00101,0.00021831638167006356,0.001404134636206994,0.0013433333333333333,0.0011219417325797705,0.0006543904845542214
318.0,0.0004006666666666667,0.0004971963021866501,0.00107,0.00018516196317909143,0.0013630485472618697,0.00143,0.0012280303832015473,0.0006946977131222273
320.0,0.0004125,0.0005086954477349466,0.0011033333333333333,0.00016136967390459046,0.0012356054829053707,0.0015566666666666667,0.0013052582168373154,0.0007387716437523521
322.0,0.0004295,0.0005173798838318415,0.001145,0.00014323164347358926,0.0010850287633642128,0.00171,0.001343146916933015,0.0007909017373128351
324.0,0.000447,0.00052353202426348,0.00119,0.00013059694193894977,0.0009189176267147612,0.00189,0.0013445362671315514,0.0008507803289608848
326.0,0.000461,0.0005292969054927599,0.0012266666666666667,0.00012159968010009867,0.0007466727998434116,0.00211,0.0012711750339649238,0.0009218655204130094
328.0,0.000486,0.00054017774878107,0.00126,0.00011462496519411874,0.0005881556088326743,0.00233,0.0011567881959232205,0.0009948158175641982
330.0,0.0005,0.0005529564181755808,0.0012866666666666666,0.00010940939432147813,0.00045002500854641043,0.00255,0.0010078695797109268,0.0010690607398581974
332.0,0.0005239999999999999,0.0005660155984420406,0.001315,0.00010320262856009342,0.0003725936332067721,0.00267,0.0008058796986371189,0.001123555815803902
334.0,0.000552,0.0005813316112230555,0.0013433333333333333,9.798146029848888e-05,0.00031526692307015983,0.002703333333333333,0.0006489455147255085,0.0011654111620188977
336.0,0.000574,0.0006012951595081747,0.00137,9.514935064576148e-05,0.00027442184316713464,0.00265,0.000508814058940688,0.0011567261309494057
338.0,0.000608,0.0006252629846051904,0.00143,9.35610389426393e-05,0.00025008596153489553,0.002456666666666667,0.00039683992087146563,0.0011234144222430893
340.0,0.0006273333333333334,0.0006492314604234263,0.00146,9.148399995219817e-05,0.0002310026,0.00221,0.0003181644435922939,0.0010618128286511118
342.0,0.000639,0.0006793144853823257,0.0014866666666666667,8.884185709868356e-05,0.00021561268924059223,0.00191,0.00026268845696630926,0.0009670019754888925
344.0,0.0006353333333333333,0.0007142148987307207,0.0015249999999999999,8.668704760611876e-05,0.00020518363841861016,0.0015766666666666668,0.00023180135612156484,0.0008540626976657392
346.0,0.000624,0.0007499745266998259,0.0015666666666666667,8.48480714382244e-05,0.0001964681641439411,0.0011975,0.00020987514647249228,0.0007454401350149408
348.0,0.000578,0.0007892548813906732,0.0016,8.37460952520576e-05,0.0001887867801357773,0.0008953333333333333,0.00019254549857585857,0.0006367678690072823
350.0,0.0005279999999999999,0.000828534491320975,0.00165,8.281428569653698e-05,0.00018246549344492246,0.000716,0.00017951613729734803,0.0005203534899517707
352.0,0.0004545,0.000860411164521069,0.00171,8.208685713139896e-05,0.00017804179844196883,0.000614,0.00017305560319375422,0.00041898198273917613
354.0,0.000374,0.0008904369569119468,0.0017800000000000001,8.14e-05,0.00017475502005006284,0.00053,0.00016962797974819733,0.0003447431073181333
356.0,0.00031,0.000917551465585192,0.00186,8.14e-05,0.00016954013721050167,0.000464,0.00016745868787795316,0.0002861459877556061
358.0,0.000214,0.0009330330476377352,0.00196,8.217428573045927e-05,0.00016463941298282636,0.000422,0.00016271385327068313,0.00024097209130061756
360.0,0.00016933333333333332,0.0009236436084669694,0.002033333333333333,8.39e-05,0.000160486,0.00038766666666666664,0.00015822060139677498,0.00021271305451777694
362.0,0.000124,0.0008937925211921305,0.002145,8.39e-05,0.000160486,0.000361,0.00015822328980315018,0.0001904282393725492
364.0,8.61e-05,0.0008480399508541652,0.0022900000000000004,8.39e-05,0.00015935616379370875,0.0003463333333333333,0.0001553847747786887,0.0001806573525850867
366.0,6.563333333333333e-05,0.0007850606385053674,0.0024000000000000002,8.401470128923579e-05,0.000158055,0.00033433333333333335,0.00015248383326987573,0.0001708864657976242
368.0,5.45e-05,0.0007009876332514315,0.00248,8.477709090673444e-05,0.000158055,0.000325,0.00015248719377784474,0.00016111557901016168
370.0,5.45e-05,0.0005983285071126251,0.00259,8.51e-05,0.000158055,0.0003223333333333333,0.0001538107624292863,0.00015134469222269917
372.0,4.89e-05,0.00048498825519095626,0.00261,8.533116884144129e-05,0.0001582439234634271,0.000318,0.0001553652873905071,0.00014157380543523666
374.0,4.8200000000000006e-05,0.0003841002878662518,0.00258,8.691948054456346e-05,0.00015998174117185388,0.000312,0.0001553679757968823,0.00013803096221177231
376.0,4.61e-05,0.00029711485133291726,0.002476666666666667,8.955720007357568e-05,0.000160486,0.000306,0.00015671560044445152,0.00013526337222855762
378.0,3.77e-05,0.0002173190923271243,0.00235,9.294675331309107e-05,0.000160486,0.00030166666666666666,0.00015824679705399061,0.0001352663966856789
380.0,4.05e-05,0.00016787606882085393,0.00205,9.612337661842608e-05,0.000160486,0.000299,0.00015824948546027548,0.00013749609355173908
382.0,3.9800000000000005e-05,0.00012103826031974638,0.0017900000000000001,9.896955597510282e-05,0.00016170642179950335,0.000293,0.00015825244559999544,0.0001422378924818126
384.0,3.77e-05,8.894885748491427e-05,0.0015266666666666666,0.00010153144466171137,0.000163286905951735,0.0002883333333333333,0.00015855552322764548,0.0001427609752368944
386.0,3.77e-05,7.561112357923099e-05,0.00126,0.00010389231117723216,0.00016486739014333503,0.000285,0.00016048915944803256,0.00014102614663212334
388.0,3.77e-05,6.905242105811303e-05,0.000892,0.00010736133546893592,0.00016535,0.000285,0.00016113351422857798,0.00014276011617363578
390.0,3.49e-05,6.668022211454128e-05,0.0006913333333333334,0.00011174655588652443,0.00016562088285664633,0.000285,0.00016113615936512882,0.00014608095552827316
392.0,3.56e-05,6.6e-05,0.00048800000000000004,0.00011647464201418498,0.00016735870056507312,0.000285,0.0001611395198729849,0.0001524026207261535
394.0,3.77e-05,6.377913960191805e-05,0.00032649999999999997,0.00012146639017246811,0.0001701733433388637,0.0002883333333333333,0.0001611423043047502,0.00015539732695236713
396.0,3.77e-05,6.05e-05,0.000247,0.000126608439914883,0.00017402346536145012,0.00029,0.00016178660671846857,0.00015539984733336506
398.0,3.77e-05,6.040079104648286e-05,0.000205,0.00013133716151741834,0.00018034475225770576,0.00029,0.00016352687934605793,0.00015540282361907405
400.0,3.35e-05,5.818726648254623e-05,0.000183,0.00013584781427333252,0.00018473302861612452,0.0002933333333333333,0.00016402316571423992,0.00015540615064931108
402.0,3.35e-05,5.77e-05,0.0001655,0.00014070670057241997,0.00018856415328307892,0.00029933333333333336,0.00016470982462194888,0.00015540890015582276
404.0,3.49e-05,5.77e-05,0.00015633333333333333,0.00014938091545533758,0.00019330495583368918,0.000308,0.00016645009730217208,0.00015578494563972672
406.0,3.77e-05,5.716529410488209e-05,0.000151,0.00015745613147585493,0.00019921768979378976,0.00031133333333333333,0.0001726216200713994,0.0001573675615878598
408.0,3.77e-05,5.5030823989657444e-05,0.000142,0.00016448727558934336,0.0002053138170352816,0.000313,0.00017937246836330427,0.00015829001083430102
410.0,3.35e-05,5.250686629154448e-05,0.000142,0.00016930317778847978,0.00021052869987484284,0.000313,0.0001832363804260694,0.00015829243039999807
412.0,3.63e-05,5.22e-05,0.000142,0.0001743530970821754,0.00021536234802128676,0.00032166666666666666,0.00018710080636820294,0.00015950304575992687
414.0,3.77e-05,5.22e-05,0.00014120000000000002,0.00017966762615182142,0.0002213613013701211,0.00033066666666666666,0.00019203366510751427,0.00016108566170805995
416.0,3.63e-05,5.145435637642707e-05,0.0001396,0.00018573789931271593,0.0002308429064713416,0.00034,0.00019975880056706551,0.00016266827765619305
418.0,3.35e-05,4.95e-05,0.000138,0.00018680424571436178,0.00024227619362320255,0.000345587001080292,0.0002059612474497273,0.00016429567310249847
420.0,3.35e-05,4.95e-05,0.0001348,0.00018593105715379523,0.0002540812518043968,0.0003524743047027603,0.00021059397598762472,0.00016622930932288555
422.0,3.63e-05,4.71570854935869e-05,0.0001316,0.00018245074857202518,0.00026514269117573845,0.0003614199671104564,0.0002125276122729918,0.00016878045102142344
424.0,3.56e-05,4.67e-05,0.0001292,0.00017793771996206352,0.00027495769084185767,0.00037036620445948435,0.00021760082727499837,0.0001716793932452428
426.0,3.35e-05,4.67e-05,0.00012759999999999998,0.00017203786640291384,0.0002851113275384273,0.0003803658371011947,0.00022377242789066651,0.00017521123222685365
428.0,3.35e-05,4.635187498262955e-05,0.000126,0.0001625600931091163,0.0002972789109259767,0.0003922730943875219,0.00023072565481250867,0.00017948795877703388
430.0,2.93e-05,4.4454522923649476e-05,0.0001244,0.00014714376820740348,0.00030850481295109926,0.00040244051642307954,0.00023738669959023903,0.00018580907424742643
432.0,2.65e-05,4.2076332777575016e-05,0.0001228,0.00012948013533635108,0.0003175907376483,0.0004118650476083879,0.0002450017399014215,0.0001921303819048323
434.0,2.51e-05,4.248648613005089e-05,0.000122,0.00011289943233182447,0.0003223315403529556,0.000420810710016084,0.0002546578234995685,0.00019845204727652726
436.0,2.51e-05,4.2852024452424646e-05,0.000122,9.496151274254195e-05,0.0003293822450607245,0.0004353566957250935,0.0002643139068181243,0.00020477342065860422
438.0,2.51e-05,3.85e-05,0.000122,7.75940000317981e-05,0.000331639373368104,0.00045022321814442383,0.00027541313413830486,0.00021109453612899674
440.0,2.51e-05,3.8532937039531895e-05,0.000122,6.169499979936967e-05,0.0003287418190403752,0.0004650897405637541,0.0002889304413928418,0.00021786601669122275
442.0,2.51e-05,4.043101369736477e-05,0.000122,4.7665942601744466e-05,0.0003203396784735722,0.0004853537740556995,0.00029971127550173094,0.0002247817669261202
444.0,2.3e-05,4.12e-05,0.00012,3.520748556344641e-05,0.000308039059808232,0.0005073017127452026,0.0003104090699360354,0.00023110288239651275
446.0,2.23e-05,4.12e-05,0.000118,2.4794514467792505e-05,0.00028907584898960965,0.0005310360288669899,0.0003219954293115805,0.00023715790310295686
448.0,2.51e-05,,,1.5777257329543885e-05,0.00026076269588486774,0.0005521786196886303,0.0003321440746022352,0.0002423738818543309
450.0,,,,9.230714327229744e-06,0.00022822362792579402,0.0005740228087174218,0.00034130416833809375,0.0002479300057523662
452.0,,,,6.324633332364623e-06,0.0001934586954715728,0.0005977571248392086,0.00034902997615884266,0.0002537248655967549
454.0,,,,4.59928571865357e-06,0.00016021184241208378,0.0006234805483511955,0.0003508163260571952,0.00026126817513315553
456.0,,,,3.617857151293346e-06,0.00013064070270940679,0.0006471206697416843,0.00034693986308875405,0.0002691444435742269
458.0,,,,2.809415873072324e-06,0.00010601804378094964,0.0006679013793805448,0.00033825483201926215,0.0002749387994884685
460.0,,,,2.8016507937444673e-06,8.290685665234239e-05,0.0006802993335659865,0.00032095429279414026,0.00028042014054731785
462.0,,,,3.3640428560171943e-06,6.211525682422275e-05,0.0006871269184086821,0.0002983416618694746,0.0002851619393470153
464.0,,,,4.140794821646563e-06,4.474422831135964e-05,0.000687180404090367,0.0002722805197467563,0.00029262688613112154
466.0,,,,5.716399981092729e-06,3.482763631188319e-05,0.0006654892960043537,0.00023753853056402173,0.00030305521460072433
468.0,,,,4.939683175970288e-06,2.663516885900357e-05,0.000630915310660533,0.00019958654372840838,0.0003074842228970152
470.0,,,,1.7757662633508708e-06,2.0331428661481937e-05,0.0005802894760584745,0.0001590460476918922,0.00031059906770758606
472.0,,,,1.522838095339411e-06,1.4466476257846737e-05,0.0005135334792311038,0.00012663236520622792,0.0003071263859358929
474.0,,,,2.0158337592920574e-06,9.741503317638297e-06,0.00043960386690596043,9.711971395558755e-05,0.00030096994972302017
476.0,,,,,5.7053098802633846e-06,0.00035770989106576176,7.011534492571894e-05,0.0002899158340473251
478.0,,,,,,0.00028657444764460384,5.1423075620233896e-05,0.0002754780219560169
480.0,,,,,,0.00022101668682459897,3.6964622164983074e-05,0.00025810493483447035
482.0,,,,,,0.0001643958390427852,2.7353569373620802e-05,0.00023794505728258483
484.0,,,,,,0.00012302179170211564,2.0106297070949363e-05,0.00021731258642431717
486.0,,,,,,9.163208150888061e-05,1.427990570725644e-05,0.00019520050515594325
488.0,,,,,,6.7910097287071e-05,1.2087174294322334e-05,0.00017254621472405506
490.0,,,,,,6.490727255362032e-05,1.19e-05,0.00014822353055465336
492.0,,,,,,5.871049480379883e-05,1.133461887510077e-05,0.00012708055426837085
494.0,,,,,,5.094318823170709e-05,9.172131951625168e-06,0.00010812820588324003
496.0,,,,,,5.984992490136543e-05,7.228929774358375e-06,8.90330535368833e-05
498.0,,,,,,6.35e-05,,7.049197317042542e-05
500.0,,,,,,6.35e-05,,5.630451957006634e-05
502.0,,,,,,6.35e-05,,4.400952519239472e-05
504.0,,,,,,6.35e-05,,3.609094643870581e-05
506.0,,,,,,6.35e-05,,2.9485458249864588e-05
508.0,,,,,,6.35e-05,,2.428339200124846e-05
510.0,,,,,,6.35e-05,,1.947393244841932e-05
512.0,,,,,,6.35e-05,,1.4759529792188061e-05
514.0,,,,,,6.35e-05,,1.129350193119144e-05
516.0,,,,,,6.35e-05,,8.44982126365747e-06
518.0,,,,,,6.35e-05,,6.719831790280506e-06
520.0,,,,,,6.35e-05,,5.189646667031788e-06
522.0,,,,,,6.35e-05,,3.7429479742198325e-06
524.0,,,,,,6.35e-05,,3.34e-06
526.0,,,,,,6.35e-05,,3.340413028635409e-06
528.0,,,,,,6.35e-05,,3.346461942877986e-06
530.0,,,,,,6.35e-05,,
532.0,,,,,,6.35e-05,,
534.0,,,,,,6.35e-05,,
536.0,,,,,,6.35e-05,,
538.0,,,,,,6.35e-05,,
540.0,,,,,,6.35e-05,,
542.0,,,,,,6.35e-05,,
544.0,,,,,,6.35e-05,,
546.0,,,,,,6.35e-05,,
548.0,,,,,,6.35e-05,,
